"Plot_Name","Unit_Code","Panel","Physio","Directions","Location_Notes","SampleYear","Lat","Long","IsStuntedWoodland","Num_Live_Trees","Num_Dead_Trees","Inv_Shrub_Cov","Num_Seedlings","Num_Saplings","Num_Quad_Species","Num_Add_Species","BL","BR","UL","UR"
"ACAD-128","ACAD","4","Mesic- Rolling Uplands","Park at entrance to water tower road on Duck Brook Road. Bushwhack about 500m uphill.","Young Betula papyrifera and B. populifolia stand with Vaccinium angustifolium and Kalmia angustifolia groundlayer.",2025,44.387682,-68.232055,FALSE,14,2,0,11,9,16,10,"ACAD_128_BL_20250623.JPG","ACAD_128_BR_20250623.JPG","ACAD_128_UL_20250623.JPG","ACAD_128_UR_20250623.JPG"
"ACAD-129","ACAD","4","Mesic- Rolling Uplands","Park on Park Loop Road between Visitor Center and 1st parking area on road. Hike upslope 50m at 200 degrees.","Open spruce, pine, ash canopy with heavy bryophyte cover on floor.",2025,44.408038,-68.243042,FALSE,14,2,0,10,3,12,9,"ACAD_129_BL_20250624.JPG","ACAD_129_BR_20250624.JPG","ACAD_129_UL_20250624.JPG","ACAD_129_UR_20250624.JPG"
"ACAD-130","ACAD","4","Hydric- Swamps/Bogs","Park at Bubble Pond parking lot and walk towards Eagle Lake on carriage trail. Enter woods at 100 degrees for 100m.","White cedar, sphagnum and fern wetland. Plot center is located in swampy area. Boots recommended, necessary in wet year.  Changed orientation of plot to 10 deg.  Was 360 before.",2025,44.355034,-68.243775,FALSE,25,7,0,3,0,18,17,"ACAD_130_BL_20250626.JPG","ACAD_130_BR_20250626.JPG","ACAD_130_UL_20250626.JPG","ACAD_130_UR_20250626.JPG"
"ACAD-131","ACAD","4","Hydric- Swamps/Bogs","Hike along Eagle Lake Carriage Road (West Side). Plot is ~300m from trail.  On edge of shrub/ Sphagnum bog.","If dewy or wet conditions or after rain bring boots",2025,44.361388,-68.261287,FALSE,15,0,0,2,4,10,9,"ACAD_131_BL_20250626.JPG","ACAD_131_BR_20250626.JPG","ACAD_131_UL_20250626.JPG","ACAD_131_UR_20250626.JPG"
"ACAD-132","ACAD","4","Mesic- Moist Slopes and Coves","Park along road and walk 650m south.","Fir and birch mixed stand with little growth in understory.",2025,44.369346,-68.292514,FALSE,22,5,0,11,3,10,8,"ACAD_132_BL_20250623.JPG","ACAD_132_BR_20250623.JPG","ACAD_132_UL_20250623.JPG","ACAD_132_UR_20250623.JPG"
"ACAD-133","ACAD","4","Hydric- Swamps/Bogs","Park on Rte. 3 in pull out at S&H lane (private. Walk road until electrical pole P101 then take the trail that starts there.  Hike 600m on trail and cut into plot when 100m away/.","Moist conifer forest with Sphagnum mound forest floor. 2013- changed orientation from 360 to 2 degrees. Rubber boots recommended.",2025,44.36955,-68.312594,FALSE,38,7,0,9,2,11,14,"ACAD_133_BL_20250623.JPG","ACAD_133_BR_20250623.JPG","ACAD_133_UL_20250623.JPG","ACAD_133_UR_20250623.JPG"
"ACAD-134","ACAD","4","Xeric- Dry Slopes","Hike up Beehive Mountain. About 500m to plot from Bowl Pond.","Mixed birch and spruce stand with Vaccinium dominated understory. Changed orientation from 13 to 18.",2025,44.339091,-68.191318,FALSE,14,2,0,39,8,17,13,"ACAD_134_BL_20250630.JPG","ACAD_134_BR_20250630.JPG","ACAD_134_UL_20250630.JPG","ACAD_134_UR_20250630.JPG"
"ACAD-135","ACAD","4","Mesic- Moist Slopes and Coves"," Hike 400m along trail at the end of the Man O' War fire road.  Enter woods to left after crossing wooden planks.","Slightly sloping seepage with Thuja occidentalis and Abies balsamea.",2025,44.31491,-68.316969,FALSE,19,5,0,27,6,12,14,"ACAD_135_BL_20250714.JPG","ACAD_135_BR_20250714.JPG","ACAD_135_UL_20250714.JPG","ACAD_135_UR_20250714.JPG"
"ACAD-136","ACAD","4","Hydric- Swamps/Bogs","Park on Lurvey Spring Road.","Mixed deciduous/ conifer open forest with wet Sphagnum forest floor.",2025,44.304096,-68.333492,FALSE,16,3,0.1,55,11,42,14,"ACAD_136_BL_20250708.JPG","ACAD_136_BR_20250708.JPG","ACAD_136_UL_20250708.JPG","ACAD_136_UR_20250708.JPG"
"ACAD-137","ACAD","4","Mesic- Flatwoods","Seal Cove Road to Western Mountain Road. 
Plot Azimuth follows slope.","Open understory with mixed conifer and deciduous canopy.",2025,44.290256,-68.35992,FALSE,24,6,0,3,4,8,5,"ACAD_137_BL_20250707.JPG","ACAD_137_BR_20250707.JPG","ACAD_137_UL_20250707.JPG","ACAD_137_UR_20250707.JPG"
"ACAD-138","ACAD","4","Mesic- Rolling Uplands","Park on Indian Point Road. Near norhtern border of park where it intersects road. Hike 190m at 120 degrees.
UR regen stake is set at 4.2m (SD) due to tree.","Spruce dominated moist slope. Forest wirht heavy bryophyte cover.",2025,44.35275,-68.386882,FALSE,22,5,0,10,9,9,3,"ACAD_138_BL_20250715.JPG","ACAD_138_BR_20250715.JPG","ACAD_138_UL_20250715.JPG","ACAD_138_UR_20250715.JPG"
"ACAD-139","ACAD","4","Mesic- Rolling Uplands","Park on Seal Cove Road where intersects. Hike along stream on south side for 700m at 110degrees.
Plot was set up with compass and Sonin due to faulty LAR.","Sloping spruce and red maple stand with dense spruce regeneration.",2025,44.273109,-68.358966,FALSE,13,3,0,52,24,7,6,"ACAD_139_BL_20250707.JPG","ACAD_139_BR_20250707.JPG","ACAD_139_UL_20250707.JPG","ACAD_139_UR_20250707.JPG"
"ACAD-140","ACAD","4","Mesic- Rolling Uplands","Take Lurvey Spring Fire Road to carraige trail. Park by valley trail head.  Plot center is on trail.
Stakes pounded in deep due to trail.Cernter stake is missing, but rebar is pounded flush, with MIDN tree tag on fiberglass stake. All stakes/slopes set using a compass, sonin and clinometer. Witness trees not marked because they would be visible from trail.","Sloping mixed spruce hardwood stand at base of rocky cliff. Trail runs through plot.",2025,44.304186,-68.341277,FALSE,14,0,0,3,4,8,8,"ACAD_140_BL_20250708.JPG","ACAD_140_BR_20250708.JPG","ACAD_140_UL_20250708.JPG","ACAD_140_UR_20250708.JPG"
"ACAD-141","ACAD","4","Mesic- Rolling Uplands","Western Mountain Road to West Ledge Trail. Plot is ~50m north off trail.","Mature spruce stand with open understory and spruce regen. Changed plot orientation from 94 to 97 in 2013. Bring calipers to plot next time for tree 14 and 15.",2025,44.298152,-68.376131,FALSE,24,3,0,33,7,9,4,"ACAD_141_BL_20250707.JPG","ACAD_141_BR_20250707.JPG","ACAD_141_UL_20250707.JPG","ACAD_141_UR_20250707.JPG"
"ACAD-142","ACAD","4","Xeric- Dry Tops","Drive on Carriage Road from Eagle Lake entrance toward Paradise Hill. Or park at visitor center and walk on carriage roads.","Spruce forest and a slight depression with Vaccinium coryumbosum and Betula populifolia.  No Aspect because plot was flat, and oriented to true north. Vernal pool present on plot. Boots if wet.",2025,44.406436,-68.244444,FALSE,26,4,0,2,2,8,6,"ACAD_142_BL_20250701.JPG","ACAD_142_BR_20250701.JPG","ACAD_142_UL_20250701.JPG","ACAD_142_UR_20250701.JPG"
"ACAD-143","ACAD","4","Xeric- Dry Slopes","Park at Beech Hill Rd. parking lot and follow trails.
BC stake placement estimated due to tree.  BC regen stake at angle in crotch of tree base (Tree #17).","Spruce and Maple forest with limited mid-story and spruce understory.",2025,44.313493,-68.340922,FALSE,21,3,0,14,1,7,8,"ACAD_143_BL_20250714.JPG","ACAD_143_BR_20250714.JPG","ACAD_143_UL_20250714.JPG","ACAD_143_UR_20250714.JPG"
"ACAD-144","ACAD","4","Xeric- Dry Slopes","Walk in along topo line b/c thick dog hair for ~ 150m.  Drive up Cadillac until pullout before 1st hairpin turn.  Park here and walk up road ~70m until close to point.  Or park at 2nd pullout and bushwack along topolines to plot). UL stake estimated due to tree.","Dogharir stand of spruce saplings and adults.  Very thick and hard to move around. 2017- starting to thin out.",2025,44.372099,-68.232234,FALSE,46,3,0,0,15,6,7,"ACAD_144_BL_20250624.JPG","ACAD_144_BR_20250624.JPG","ACAD_144_UL_20250624.JPG","ACAD_144_UR_20250624.JPG"
"ACAD-145","ACAD","4","Mesic- Moist Slopes and Coves","Park on one-way Loop Road. Hike in 600m at 80 degrees.","Mostly spruce with some birch and moist mossy understory.",2025,44.361515,-68.069257,FALSE,17,6,0,25,11,4,8,"ACAD_145_BL_20250709.JPG","ACAD_145_BR_20250709.JPG","ACAD_145_UL_20250709.JPG","ACAD_145_UR_20250709.JPG"
"ACAD-146","ACAD","4","Xeric- Dry Slopes","Hike 140m @ 230 degrees from Loop Road. 
BL stake could not be placed or offset.  Witness trees: Tree 16 (PICRUB, drc=17.7) is 3.88m and 322degrees. Tree 17 (PICRUB, drc=12.1) is 2.65m and 1 degree from BL.","Spruce stunted woodland.  A few 1-2m drops in plot.  Ravine on left side of plot.",2025,44.349115,-68.074459,TRUE,16,10,0,6,8,17,4,"ACAD_146_BL_20250709.JPG","ACAD_146_BR_20250709.JPG","ACAD_146_UL_20250709.JPG","ACAD_146_UR_20250709.JPG"
"ACAD-147","ACAD","4","Xeric- Dry Slopes","Western Mountain Rd. Park at West Ledge trailhead. Walk up trail and cut in from up hill.","Old populus stand converting to spruce and Acer rubrum forest. UR Regen stake offset to 3m SD. 2021 - spraypainted rock at correct location",2025,44.298242,-68.386134,FALSE,17,4,0,16,2,12,6,"ACAD_147_BL_20250707.JPG","ACAD_147_BR_20250707.JPG","ACAD_147_UL_20250707.JPG","ACAD_147_UR_20250707.JPG"
"ACAD-148","ACAD","4","Mesic- Moist Slopes and Coves","Park at Jordon Pond House and walk in on trail.","Dense spruce and white pine thicket with many trees <10cm dbh.",2025,44.319261,-68.255433,FALSE,23,2,0,5,10,5,5,"ACAD_148_BL_20250701.JPG","ACAD_148_BR_20250701.JPG","ACAD_148_UL_20250701.JPG","ACAD_148_UR_20250701.JPG"
"ACAD-149","ACAD","4","Mesic- Rolling Uplands","Walked around west side of Lakewood about 1.3 km. Park at Lake Wood Parking Lot.  Easiest way from Lake Wood Parking lot is East side, and follow social trails near shore.","Overstory of spruce and POPGRA.  Moderate dense spruce understory and several super canopy white pine. 2013-changed orientation to 60 from 58.",2025,44.40202,-68.265762,FALSE,25,2,0,3,10,6,4,"ACAD_149_BL_20250624.JPG","ACAD_149_BR_20250624.JPG","ACAD_149_UL_20250624.JPG","ACAD_149_UR_20250624.JPG"
"ACAD-150","ACAD","4","Xeric- Dry Slopes","Park at Lake Wood parking lot.  Cam from plot 149 along East side of lake (~700m)
UL stake is offset 1m downslope in quadrat BL corner. UR stake is offset 1m towards UC in quadrat UL corner.  UL corner offset at 201 deg.(from true north) at 9.9m away.  ML and BR stakes parallel to ground.","Mixed evergreen and deciduous tree woodland with rock outcrops and Gaylussacia baccata. Reset orientation to 162 deg.(2013), was 164.",2025,44.409715,-68.266884,FALSE,13,0,0,4,11,10,7,"ACAD_150_BL_20250624.JPG","ACAD_150_BR_20250624.JPG","ACAD_150_UL_20250624.JPG","ACAD_150_UR_20250624.JPG"
"ACAD-151","ACAD","4","Mesic- Moist Slopes and Coves","Drive to Blackwoods campground. Follow loop A.  Park on service road, hike iin 90m to plot.
UR stake is loose due to soil conditions. MR stake is offsetat 8.2 m, 347 degrees. BC, UR Regen, and Plot Center stakes were installed at an angle.","Red spruce with balsam fir saplings in regeneration. Rocky with a lot fo moss cover.",2025,44.306375,-68.203051,FALSE,29,10,0,23,6,7,12,"ACAD_151_BL_20250625.JPG","ACAD_151_BR_20250625.JPG","ACAD_151_UL_20250625.JPG","ACAD_151_UR_20250625.JPG"
"ACAD-152","ACAD","4","Xeric- Dry Tops","Park on Schooner Head Road.","Red oak, white pine forest on rocky hilltop. Rock wall and old road running through plot.
Reset orientation from 179 to 177 deg. (2013)",2025,44.362334,-68.184674,FALSE,23,1,0,0,0,19,6,"ACAD_152_BL_20250624.JPG","ACAD_152_BR_20250624.JPG","ACAD_152_UL_20250624.JPG","ACAD_152_UR_20250624.JPG"
"ACAD-153","ACAD","4","Xeric- Dry Slopes","Park on Route 3 south of Dorr Mountain Trail Head.","Blueberry barren with red maple woodland. Bedrock outcrops.  There are temporary streams running throughout the plot.
Most stakes are either off-set or paint-marked in the bedrock.  Stakes that were installed correctly were Plot Center,  UL, UC, BC, UL Regen, and UR regen.  Stakes that were paint marked in bedrock were MR, BR, B regen, and ML.",2025,44.343843,-68.20001,FALSE,6,2,0,7,3,17,12,"ACAD_153_BL_20250715.JPG","ACAD_153_BR_20250715.JPG","ACAD_153_UL_20250715.JPG","ACAD_153_UR_20250715.JPG"
"ACAD-154","ACAD","4","Hydric- Swamps/Bogs","Park near Pretty Marsh Restroom and hike in.","Cedar and spruce overstory with fern midstory and Sphagnum gound layer.  Orientation was at 180 deg in 2009, changed to 358 in 2013.",2025,44.332522,-68.405845,FALSE,33,8,0,6,6,18,14,"ACAD_154_BL_20250708.JPG","ACAD_154_BR_20250708.JPG","ACAD_154_UL_20250708.JPG","ACAD_154_UR_20250708.JPG"
"ACAD-155","ACAD","4","Mesic- Flatwoods","Park on 102 at pull off west of where you walk in.","Black spruce woodland with Rhodora an Ericaceous shrub understory.",2025,44.236919,-68.312937,FALSE,13,2,0,13,14,15,10,"ACAD_155_BL_20250710.JPG","ACAD_155_BR_20250710.JPG","ACAD_155_UL_20250710.JPG","ACAD_155_UR_20250710.JPG"
"ACAD-156","ACAD","4","Mesic- Moist Slopes and Coves","Parked at Ship Harbor trailhead. Follow the shoreline until 40m from plot.","Red spruce and balsam fir forest with sparse understory.",2025,44.229169,-68.326738,FALSE,29,6,0,0,7,4,2,"ACAD_156_BL_20250710.JPG","ACAD_156_BR_20250710.JPG","ACAD_156_UL_20250710.JPG","ACAD_156_UR_20250710.JPG"
"ACAD-157","ACAD","4","Mesic- Rolling Uplands","Park at carriage road entrance (~.3 mils north of Hadlock Pond). Walk along trails.  Plot center is ~18m from stream.","Mixed red spruce. cedar, striped maple and paper birch overstory with evergreen seedlines and sparse understory. BL has no stake (right near trail), rebar is under the soil.",2025,44.32876,-68.288023,FALSE,21,3,0,17,3,13,11,"ACAD_157_BL_20250625.JPG","ACAD_157_BR_20250625.JPG","ACAD_157_UL_20250625.JPG","ACAD_157_UR_20250625.JPG"
"ACAD-158","ACAD","4","Xeric- Dry Slopes","Drive to trailhead (@  Amphitheater bridge). Follow trail in and navigate in when closest distance. Or park at Upper Hadlcck parking lot and take carriage roads to Hadlock brook trail then Birch spring trail up to Sargent South Ridge. Plot is 40 m off trail.","Spruce forest with moss understory",2025,44.325629,-68.275457,FALSE,9,5,0,9,7,11,8,"ACAD_158_BL_20250625.JPG","ACAD_158_BR_20250625.JPG","ACAD_158_UL_20250625.JPG","ACAD_158_UR_20250625.JPG"
"ACAD-159","ACAD","4","Mesic- Rolling Uplands","Park on Long Pond Fire Road and walk in perpendicular to point or use trail from South.
UR corner also offset at 9.21m and 325 deg. From Plot center (offset stake is at the inside corner of the quadrat.  Changed plot orientation to 280 from 289 deg. To match plot layout (2013).","Conifer forest with some older regeneration present.",2025,44.316814,-68.37093,FALSE,24,2,0,2,3,3,6,"ACAD_159_BL_20250714.JPG","ACAD_159_BR_20250714.JPG","ACAD_159_UL_20250714.JPG","ACAD_159_UR_20250714.JPG"
"ACAD-160","ACAD","4","Mesic- Rolling Uplands","Park on Long Pond Fire Road and walk in perpendicular to plot.","Spruce forest with few saplings. Mature doghair stand.  Changed plot orientation to 130 deg. To match plot layout.",2025,44.316733,-68.375909,FALSE,46,5,0,0,4,3,8,"ACAD_160_BL_20250714.JPG","ACAD_160_BR_20250714.JPG","ACAD_160_UL_20250714.JPG","ACAD_160_UR_20250714.JPG"
"ACAD-161","ACAD","4","Mesic- Flatwoods","Park at pullout on loop road and bushwack 800m, crossing powerline cut. Many wetlands on the way in, rubber boots recommended but plot is dry.","Conifer woodland with huckleberry dominated understory. Thin soils, many stakes parallel to the ground.",2025,44.356759,-68.065605,FALSE,20,5,0,3,7,12,6,"ACAD_161_BL_20250709.JPG","ACAD_161_BR_20250709.JPG","ACAD_161_UL_20250709.JPG","ACAD_161_UR_20250709.JPG"
"ACAD-162","ACAD","4","Mesic- Moist Slopes and Coves","Drive carriage trail to within 85m of plot. Hike in perpendicular to point.","Mixed deciduous/conifer canopy with open Sphagnum understory. Boots only needed if wet year.",2025,44.249411,-68.315184,FALSE,20,7,0,32,8,11,9,"ACAD_162_BL_20250710.JPG","ACAD_162_BR_20250710.JPG","ACAD_162_UL_20250710.JPG","ACAD_162_UR_20250710.JPG"
"ACAD-163","ACAD","4","Mesic- Moist Slopes and Coves","Park on carriage road. Hike up Hunter's Brook trail, then take right onto Pemetic trail.
BC and BC Regen  stake distances and angles are estimated. UC stake is parallel to ground.","Red spruce dominated forest with dense understory of .5-2m tall recruits.  Changed plot orientation from 183 to 185 deg. To match the stake layout better (2013).",2025,44.3238,-68.239185,FALSE,10,2,0,26,17,4,5,"ACAD_163_BL_20250625.JPG","ACAD_163_BR_20250625.JPG","ACAD_163_UL_20250625.JPG","ACAD_163_UR_20250625.JPG"
"ACAD-164","ACAD","4","Mesic- Floodplains/Bottomlands","~300m east on Bowditch trail front main park road. ~200m south from trail.","Spruce stand with varying densities of spruce regen.",2025,44.054338,-68.634573,FALSE,17,2,0,7,6,12,3,"ACAD_164_BL_20250702.JPG","ACAD_164_BR_20250702.JPG","ACAD_164_UL_20250702.JPG","ACAD_164_UR_20250702.JPG"
"ACAD-165","ACAD","4","Hydric- Swamps/Bogs","400m from intersection of Bowditch Trail and Park Road. 20degrees for 120m from trail.
Short stakes used for many plot markers (ran out of long).  Bring 8 long stakes at next visit and replace short ones.","Black and red spruce dominated with skunk cabbage and sphagnum bog (1/4 of plot) and other bryophte cover (3/4 of plot). Boots highly recommended.",2025,44.057561,-68.634591,FALSE,21,3,0,2,4,14,10,"ACAD_165_BL_20250702.JPG","ACAD_165_BR_20250702.JPG","ACAD_165_UL_20250702.JPG","ACAD_165_UR_20250702.JPG"
"ACAD-166","ACAD","4","Xeric- Dry Slopes","From park road, take NatMerchant Trail east then Ridge Trail south ~150m.  ~300m at 230 degrees off trail.","Spruce and pitch pine woodland with dense huckleberry and exposed bedrock. 2013- changed orientation to 283 from 277",2025,44.032543,-68.632299,FALSE,11,2,0,4,4,8,4,"ACAD_166_BL_20250701.JPG","ACAD_166_BR_20250701.JPG","ACAD_166_UL_20250701.JPG","ACAD_166_UR_20250701.JPG"
"ACAD-167","ACAD","4","Hydric- Swamps/Bogs","Go around Park Road, hike 90m at 180 degrees.","Spruce and maple mixed stand. Skunk cabbage dominated bog. Boots recommended.",2025,44.024794,-68.63604,FALSE,20,1,0,15,18,10,9,"ACAD_167_BL_20250630.JPG","ACAD_167_BR_20250630.JPG","ACAD_167_UL_20250630.JPG","ACAD_167_UR_20250630.JPG"
"ACAD-168","ACAD","4","Mesic- Flatwoods","Park on Ship Harbor Trail and walk 400m from road.","Spruce/fir with some ace rub. Mossy ground cover with some vaccinium and abies regen.",2025,44.235462,-68.326704,FALSE,16,8,0,11,6,18,7,"ACAD_168_BL_20250710.JPG","ACAD_168_BR_20250710.JPG","ACAD_168_UL_20250710.JPG","ACAD_168_UR_20250710.JPG"
"ACAD-169","ACAD","4","Mesic- Moist Slopes and Coves","From Duck Harbor Road hike uphill 160m at 167degrees.","Spruce/fir slope with small ridge running parallel to slope. 2013-changed orientation to 198 from 190",2025,44.02635,-68.647286,FALSE,16,2,0,6,4,15,5,"ACAD_169_BL_20250701.JPG","ACAD_169_BR_20250701.JPG","ACAD_169_UL_20250701.JPG","ACAD_169_UR_20250701.JPG"
"ACAD-170","ACAD","1","Mesic- Flatwoods","Park on road between Park Loop Rd. and Schooner Head Rd.. Walk in ~30m at 180 degrees.","Betula papyfera forest with dense herbaceous understory. Garmin GPS coordinates were incorrect should be E 565270, N4909853. Changed Orientation to 92.",2026,44.33901,-68.181221,FALSE,33,3,0,126,3,26,14,"ACAD_170_BL_20260615.JPG","ACAD_170_BR_20260615.JPG","ACAD_170_UL_20260615.JPG","ACAD_170_UR_20260615.JPG"
"ACAD-171","ACAD","1","Mesic- Moist Slopes and Coves","Take Giant Slide Trail ~2.4km.","Spruce-fir forest with small cliff in plot. Missing Orientation- is it 80degrees. 2014 - set orientation as 80 degrees",2026,44.336544,-68.281645,FALSE,19,5,0,8,6,9,12,"ACAD_171_BL_20260629.JPG","ACAD_171_BR_20260629.JPG","ACAD_171_UL_20260629.JPG","ACAD_171_UR_20260629.JPG"
"ACAD-172","ACAD","1","Hydric- Swamps/Bogs","park on western mtn. rd.~120 m @ 200 degrees","white cedarswamp with abundant sphagnum.",2026,44.287127,-68.380083,FALSE,36,3,0,22,0,17,8,"ACAD_172_BL_20260618.JPG","ACAD_172_BR_20260618.JPG","ACAD_172_UL_20260618.JPG","ACAD_172_UR_20260618.JPG"
"ACAD-173","ACAD","1","Mesic- Moist Slopes and Coves","Park at outer loop at Blackwoods. ~200m @ 175 degrees partially along social trail;.","Spruce canopy with mossy groundcover and spruce seedlings (15-50cm)",2026,44.303314,-68.205625,FALSE,31,12,0,394,0,5,7,"ACAD_173_BL_20260623.JPG","ACAD_173_BR_20260623.JPG","ACAD_173_UL_20260623.JPG","ACAD_173_UR_20260623.JPG"
"ACAD-174","ACAD","1","Mesic- Moist Slopes and Coves","Parked at Flying Mt. parking lot, hiked and followed St. Sauvior past summit to sadle, then went off trail 90 meters @ 280 degrees. ~1 km hike from the parking lot.","Cedar and Spruce overstory with mossy and gaylusscia understory.",2026,44.307151,-68.323352,FALSE,34,3,0,9,2,16,8,"ACAD_174_BL_20260707.JPG","ACAD_174_BR_20260707.JPG","ACAD_174_UL_20260707.JPG","ACAD_174_UR_20260707.JPG"
"ACAD-175","ACAD","1","Mesic- Moist Slopes and Coves","Take Long Pond fire rd. then about 370m north of road.","Dense pine, spruce of large sapling/small tree size.  Wet sphagnum areas in parts of plot.",2026,44.33554,-68.380878,FALSE,38,1,0,0,8,3,5,"ACAD_175_BL_20260625.JPEG","ACAD_175_BR_20260625.JPEG","ACAD_175_UL_20260625.JPEG","ACAD_175_UR_20260625.JPEG"
"ACAD-176","ACAD","2","Mesic- Moist Slopes and Coves","Park at turnoff just before Schoodic Head Road, near Pond Island Overlook. We took beach route that was parallel to the beach, but a little bit into the woods. Trying to cut in perpendicular from the road was challenging; too many down trees.","Semi-open Spruce headland",2023,44.345963,-68.072037,FALSE,30,5,0,1,2,22,8,"ACAD_176_BL_20230710.JPG","ACAD_176_BR_20230710.JPG","ACAD_176_UL_20230710.JPG","ACAD_176_UR_20230710.JPG"
"MABI-001","MABI","1","Mesic- Moist Slopes and Coves","90 meters soutwest of carriage trail","Sugar maple, white pine forest.. redstart plot- did not waypoint",2023,43.632911,-72.520814,FALSE,3,0,0,25,0,34,38,"MABI_001_BL_20230605.JPG","MABI_001_BR_20230605.JPG","MABI_001_UL_20230605.JPG","MABI_001_UR_20230605.JPG"
"MIMA-001","MIMA","1","Mesic- Flatwoods","Hanscom Rd. to Old Bedford Rd. to Virginia trail about 200m. Park at Lincoln North business areas to ge to Virginia trail. Plot right off trail partially in field.","Oak, and white pine forest with open understory. Bottom half of plot is consistently mowed and is a field.",2023,42.45565,-71.296155,FALSE,9,0,20.9,20,0,19,22,"MIMA_001_BL_20230612.JPG","MIMA_001_BR_20230612.JPG","MIMA_001_UL_20230612.JPG","MIMA_001_UR_20230612.JPG"
"MORR-001","MORR","2","Mesic- Rolling Uplands","Cut into forest by Cross Estate resident parking to avoid the worst barberry.","Fairly open canopy plot. Dense barberry at the top of the plot, steep slope. Mixed hardwood canopy. Possible hornets nest near UR. 2015- changed oreintation from 60 to 62",2024,40.74542,-74.562425,FALSE,9,0,46,4,0,13,21,"MORR_001_BL_20240523.JPG","MORR_001_BR_20240523.JPG","MORR_001_UL_20240523.JPG","MORR_001_UR_20240523.JPG"
"ROVA-001","ROVA","2","Mesic- Rolling Uplands","HOFR: meadow trail to top of ridge, then head northeast","5/29/24 - UL Micro is to be sampled from original sample location on rock (183 az and 4.0 m) not from white stake. Rock was spraypainted at sample location; Trees are spraypainted away from old trail.
6/2/15 - Reset orientation from 230 to 228 to match stakes better.
ML pole offset .6m to the left to avoid rock.
6/2/11 - MR, Center, and UR stakes missing.  Mapped out site again, seems to be all set from left over stakes.  
UR regen falls right in the middle of trail.  Will move stake 1m downslope when finished to avoid a missing stake.  UL regen plot stake falls on top of a rock, we moved stake .5m towards UR regen to avoid rock.  JLF",2024,41.762515,-73.937052,FALSE,13,0,0.1,17,1,19,27,"ROVA_001_BL_20240529.JPG","ROVA_001_BR_20240529.JPG","ROVA_001_UL_20240529.JPG","ROVA_001_UR_20240529.JPG"
"SAGA-001","SAGA","1","Mesic- Rolling Uplands","Close to main road (~25m off road)","White pine overstory, paper birch and oak subcanopy.  Near park boundary.  USFS plot.  Wire ball removed from plot.  Poor coord accuracy, tried with beacon and small antenna.
Due to misclassification of super canopy white pines as the co-dominant canopy layer on this plot, stand height and crown class measurements are suspect. All analyses that include stand height or crown class should use 2006 stand height and crown class data.",2023,43.498771,-72.371261,FALSE,35,7,0,1,2,21,20,"SAGA_001_BL_20230531.JPG","SAGA_001_BR_20230531.JPG","SAGA_001_UL_20230531.JPG","SAGA_001_UR_20230531.JPG"
"SARA-001","SARA","1","Hydric- Other Hydric","Go down Park Tour Road about 300m, then go ~200m at 230degrees.","Wet area, sparse canopy.  Lots of sensitive fern.  Swamp white oak is dominant tree. Deer trail present throughout..",2023,43.007204,-73.650002,FALSE,9,4,5.4,15,1,52,16,"SARA_001_BL_20230521.JPG","SARA_001_BR_20230521.JPG","SARA_001_UL_20230521.JPG","SARA_001_UR_20230521.JPG"
"WEFA-001","WEFA","2","Mesic- Moist Slopes and Coves","Parking in the main parking lot, we traveled along the road and took the pond trail. Heading roughly east for about 200m, until we came upon the plot. The plot center is less than 10m off the trail","Path runs through left side of plot.",2024,41.258104,-73.45409,FALSE,14,3,4.2,40,2,30,42,"WEFA_001_BL_20240610.JPG","WEFA_001_BR_20240610.JPG","WEFA_001_UL_20240610.JPG","WEFA_001_UR_20240610.JPG"
"MABI-002","MABI","1","Mesic- Rolling Uplands","walked carriage trail to hiking trail 200m then 60 degree bearing","White pine plantation.  Plot azimuth suspect- missing on datasheet.  Changed Physiographic Class from Dry slopes to rolling uplands.",2023,43.635698,-72.549844,FALSE,10,0,0,76,11,24,17,"MABI_002_BL_20230605.JPG","MABI_002_BR_20230605.JPG","MABI_002_UL_20230605.JPG","MABI_002_UR_20230605.JPG"
"MIMA-002","MIMA","1","Hydric- Small Drain","Park at MIMA visitor's center (eastern), then walk about 80m at 220degrees.
Edge of plot flush with mowed area near VC sidewalk.","Beech/ Red Maple/Elm forest with dense buckthorn understory and poison ivy.  Data missing for terrain position, A. Vincello, 5/13/2009.",2023,42.449164,-71.270966,FALSE,20,3,89,14,2,36,21,"MIMA_002_BL_20230612.JPG","MIMA_002_BR_20230612.JPG","MIMA_002_UL_20230612.JPG","MIMA_002_UR_20230612.JPG"
"MORR-002","MORR","2","Hydric- Swamps/Bogs","parked at jockey hollow gate. Followed fire road 200m, then turned and went sideslope for 300m at 120 degrees. Had to cross a skunk cabbage swamp.","Half of plot is a lower slope dominated by barberry. 2024 - ash mortality",2024,40.742241,-74.560184,FALSE,6,1,47.3,2,0,37,30,"MORR_002_BL_20240523.JPG","MORR_002_BR_20240523.JPG","MORR_002_UL_20240523.JPG","MORR_002_UR_20240523.JPG"
